,event_id,investigation_type,event_date,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,injuries_reported
69163,20101110X11702,Accident,2010-10-29,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69168,20101221X83111,Accident,2010-10-31,United States,Non-Fatal,Substantial,Airplane,piper,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69171,20101103X13908,Accident,2010-11-01,United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,2010,True
69173,20101102X01100,Accident,2010-11-02,United States,Non-Fatal,Substantial,Airplane,cessna,U206B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69178,20101108X42555,Accident,2010-11-03,United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69180,20101123X92602,Accident,2010-11-03,Poland,Fatal,Destroyed,Airplane,piper,PA46,No,1.0,,Personal,2.0,0.0,0.0,0.0,,,2010,True
69181,20101105X14014,Accident,2010-11-04,United States,Non-Fatal,Substantial,Airplane,cessna,150H,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,2010,True
69182,20101106X72545,Accident,2010-11-04,United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69191,20101106X84528,Accident,2010-11-06,United States,Non-Fatal,Substantial,Airplane,cessna,T210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69198,20101109X00102,Accident,2010-11-08,United States,Non-Fatal,Substantial,Airplane,piper,PA-22-160,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,2010,True
69204,20101110X95242,Accident,2010-11-10,United States,Non-Fatal,Substantial,Airplane,piper,PA30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69208,20101115X72424,Incident,2010-11-11,United States,,,Airplane,boeing,737-832,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,0.0,VMC,,2010,True
69213,20101115X05215,Accident,2010-11-12,United States,Non-Fatal,Substantial,Airplane,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69218,20101125X55713,Accident,2010-11-13,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69227,20101116X80945,Accident,2010-11-15,United States,Non-Fatal,Substantial,Airplane,cessna,172K,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,,2010,True
69229,20101116X04443,Accident,2010-11-16,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69234,20101118X74618,Accident,2010-11-18,United States,Fatal,Substantial,Airplane,cessna,M337B,No,2.0,Reciprocating,Public Aircraft,3.0,0.0,0.0,0.0,IMC,,2010,True
69235,20101118X82127,Accident,2010-11-18,United States,Fatal,Substantial,Airplane,beechcraft,A36,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,,2010,True
69239,20101210X51810,Accident,2010-11-18,United States,Non-Fatal,Substantial,Airplane,piper,PA-28RT-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69243,20101123X80609,Accident,2010-11-21,United States,Fatal,Substantial,Airplane,piper,PA-24-260,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,,2010,True
69244,20101123X84216,Accident,2010-11-21,United States,Non-Fatal,Substantial,Airplane,cessna,172G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69245,20101124X02322,Accident,2010-11-21,United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,2010,True
69250,20101123X35502,Accident,2010-11-24,United States,Fatal,Substantial,Airplane,piper,PA 46-350P,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,,2010,True
69255,20110215X93645,Accident,2010-11-25,United States,Non-Fatal,Substantial,Airplane,cessna,182M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69259,20101129X70436,Accident,2010-11-27,United States,Non-Fatal,Substantial,Airplane,cessna,172E,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,2010,True
69262,20101130X12357,Accident,2010-11-28,United States,Non-Fatal,Substantial,Airplane,piper,PA-34-200T,No,2.0,Unknown,Personal,0.0,1.0,0.0,0.0,VMC,,2010,True
69274,20101206X04031,Accident,2010-12-01,Sweden,Fatal,Substantial,Airplane,cessna,F150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,,,2010,True
69277,20101202X94844,Accident,2010-12-02,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69285,20101204X12720,Accident,2010-12-04,United States,Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,,2010,True
69286,20101205X13612,Accident,2010-12-04,United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69287,20101207X95916,Accident,2010-12-04,United States,Non-Fatal,Substantial,Airplane,piper,PA 46-350P,No,1.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,VMC,,2010,True
69289,20101205X84429,Accident,2010-12-05,United States,Fatal,Substantial,Airplane,cessna,U206G,No,1.0,Reciprocating,Personal,2.0,0.0,2.0,0.0,VMC,,2010,True
69291,20101205X12146,Accident,2010-12-06,United States,Non-Fatal,Substantial,Airplane,cessna,T210M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,,2010,True
69293,20101209X10434,Accident,2010-12-07,United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69294,20101222X45437,Accident,2010-12-07,United States,Non-Fatal,Substantial,Airplane,cessna,177B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,2010,True
69298,20101214X03915,Accident,2010-12-08,Italy,Fatal,Destroyed,Airplane,piper,PA-32R-301T,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,2010,True
69316,20101214X72447,Accident,2010-12-12,United States,Non-Fatal,Substantial,Airplane,cessna,177,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69318,20101213X95210,Accident,2010-12-13,United States,Fatal,Substantial,Airplane,diamond,DA 40,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,2010,True
69326,20101216X50647,Accident,2010-12-16,United States,Non-Fatal,Substantial,Airplane,cessna,T182T,No,1.0,Reciprocating,Business,0.0,2.0,0.0,0.0,IMC,,2010,True
69329,20101219X90605,Accident,2010-12-18,United States,Non-Fatal,Substantial,Airplane,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,2010,True
69331,20101220X81323,Accident,2010-12-18,United States,Non-Fatal,Substantial,Airplane,piper,PA-46-350P,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,2010,True
69337,20101223X94500,Accident,2010-12-21,United States,Non-Fatal,Substantial,Airplane,cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,2010,True
69341,20101222X04851,Accident,2010-12-22,United States,Fatal,Substantial,Airplane,piper,PA-28-151,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,2010,True
69351,20101227X21121,Accident,2010-12-23,United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69352,20101230X03827,Accident,2010-12-23,United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69353,20101227X72734,Accident,2010-12-24,United States,Non-Fatal,Substantial,Airplane,cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69357,20110104X02701,Accident,2010-12-25,United States,Non-Fatal,Substantial,Airplane,cessna,305A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69359,20101227X20119,Accident,2010-12-27,United States,Fatal,Substantial,Airplane,cessna,210B,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,2010,True
69360,20110301X91420,Accident,2010-12-27,United States,Non-Fatal,Substantial,Airplane,cessna,195,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,2010,True
69363,20101229X04951,Accident,2010-12-29,United States,Non-Fatal,Substantial,Airplane,cessna,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2010,True
69367,20101230X40808,Accident,2010-12-30,United States,Fatal,Substantial,Airplane,piper,PA-46-310P,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,,2010,True
69369,20110102X35752,Accident,2010-12-31,United States,Fatal,Substantial,Airplane,cessna,172H,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,3.0,VMC,,2010,True
69370,20110103X03912,Accident,2010-12-31,United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC,,2010,True
